headline,text,outlet,resp_direction,sci_direction,resp_net_score,sci_net_score,manual_resp_code,manual_sci_code
Trump offers boasts and insults at CDC press conference on coronavirus – as it happened,"Trump offers boasts and insults at CDC press conference on coronavirus – as it happened <ul><li>President says he wants passengers to stay on cruise</li><li>Biden wins new endorsements from leading Democrats</li><li>Support the Guardian’s independent journalism. Make a <a href=""https://support.theguardian.com/uk/contribute?acquisitionData=%7B%22source%22%3A%22GUARDIAN_WEB%22%2C%22componentType%22%3A%22ACQUISITIONS_OTHER%22%2C%22componentId%22%3A%22Live_Blog%22%2C%22campaignCode%22%3A%22Impeachment%22%2C%22referrerPageviewId%22%3A%22k7g785d7vp573wcuef5e%22%2C%22referrerUrl%22%3A%22https%3A%2F%2Fwww.theguardian.com%2Fus-news%2Flive%2F2020%2Fmar%2F05%2Felizabeth-warren-donald-trump-bernie-sanders-joe-biden-live-updates%22%7D&amp;INTCMP=Impeachment"">contribution</a><br></li></ul>",Guardian,absent,absent,0.0,0.0,,
Business leaders criticize Trump's new restrictions on worker visas – as it happened,"Business leaders criticize Trump's new restrictions on worker visas – as it happened <ul><li><a href=""https://www.theguardian.com/us-news/live/2020/jun/22/john-bolton-donald-trump-protests-coronavirus-phoenix-speech-latest-news-updates?page=with:block-5ef131478f087111a86b66fd#block-5ef131478f087111a86b66fd"">Amazon, Google and US Chamber of Commerce issue statements</a></li><li><a href=""https://www.theguardian.com/us-news/live/2020/jun/22/john-bolton-donald-trump-protests-coronavirus-phoenix-speech-latest-news-updates?page=with:block-5ef10b158f087111a86b65b2#block-5ef10b158f087111a86b65b2"">Trump staffers who attended rally test positive for coronavirus</a></li><li><a href=""https://www.theguardian.com/us-news/live/2020/jun/22/john-bolton-donald-trump-protests-coronavirus-phoenix-speech-latest-news-updates?page=with:block-5ef0ef0a8f087111a86b6471#block-5ef0ef0a8f087111a86b6471"">White House defends Trump’s use of a racist phrase to describe Covid-19</a></li><li><a href=""https://www.theguardian.com/us-news/live/2020/jun/22/john-bolton-donald-trump-protests-coronavirus-phoenix-speech-latest-news-updates?page=with:block-5ef0eaf58f087111a86b643e#block-5ef0eaf58f087111a86b643e"">McEnany denies Trump ordered testing to be slowed</a></li><li><a href=""https://www.theguardian.com/us-news/live/2020/jun/22/john-bolton-donald-trump-protests-coronavirus-phoenix-speech-latest-news-updates?page=with:block-5ef0dee68f082875f449001d#block-5ef0dee68f082875f449001d"">Biden commits to three presidential debates</a></li><li><a href=""https://www.theguardian.com/world/2020/jun/22/us-coronavirus-spikes-first-wave-not-over"">Half of US states see coronavirus surge</a></li><li>Sign up to our <a href=""https://www.theguardian.com/info/2018/sep/17/guardian-us-morning-briefing-sign-up-to-stay-informed"">First Thing newsletter</a><br></li></ul>",Guardian,absent,absent,0.0,0.0,,
Donald Trump offers to invite Vladimir Putin to expanded G7 summit,"Donald Trump offers to invite Vladimir Putin to expanded G7 summit <p>US president initiated call with Russian leader, according to Kremlin account, where they discussed pandemic, oil and space</p>",Guardian,absent,absent,0.0,0.0,,
"America isn't breaking. It was already broken, and these are just the symptoms","America isn't breaking. It was already broken, and these are just the symptoms <p>It’s not just the pandemic, or the killing of George Floyd, or Trump – it’s centuries of oppression, like kindling to a fire<br></p>",Guardian,absent,absent,0.0,0.0,,
Trump aide admits 'we're not going to control pandemic' as Pence staff test positive,"Trump aide admits 'we're not going to control pandemic' as Pence staff test positive <ul><li>Senior aide Marc Short has virus but Pence will still campaign</li><li><a href=""https://www.theguardian.com/world/2020/oct/25/us-coronavirus-covid-cases-surge"">US close to new daily record for coronavirus cases</a></li><li><a href=""https://www.theguardian.com/us-news/2020/oct/24/us-election-polls-tracker-trump-biden-swing-states"">US election polls tracker: who is leading in the swing states?</a></li></ul>",Guardian,absent,absent,0.0,0.0,,
"UK reports 22,961 new cases – as it happened","UK reports 22,961 new cases – as it happened <p>This blog is now closed. We’ve launched a new blog at the link below: </p><ul><li><a href=""https://www.theguardian.com/world/live/2020/oct/05/coronavirus-live-news-global-covid-cases-pass-35m-walter-reed-doctor-calls-donald-trump-drive-insanity"">Coronavirus news – live</a></li></ul>",Guardian,absent,absent,0.0,0.0,,
Biden says Trump 'gone round the bend if he thinks we've turned corner' on Covid as cases surge – as it happened,"Biden says Trump 'gone round the bend if he thinks we've turned corner' on Covid as cases surge – as it happened <ul><li>Biden: ‘Things are getting worse, and he continues to lie to us’</li><li>Whitmer aide: rhetoric against Michigan governor ‘has to stop’</li><li>Trump trails Biden as campaigns head for battleground states</li><li><a href=""https://www.theguardian.com/us-news/2020/oct/18/trump-wisconsin-economy-election"">Trump hopes fade in Wisconsin as economy boast unravels</a></li><li><a href=""https://www.theguardian.com/books/2020/oct/18/traitor-review-benedict-arnold-donald-trump-david-rothkopf"">Traitor: American perfidy, from Benedict Arnold to Trump</a></li><li><a href=""https://www.theguardian.com/us-news/2017/feb/22/us-politics-minute-sign-up-email-newsletter-app-notification"">Sign up for Fight to Vote – our weekly US election newsletter</a></li></ul>",Guardian,absent,absent,0.0,0.0,,
Mueller castigates Trump's decision to commute Roger Stone's sentence – as it happened,"Mueller castigates Trump's decision to commute Roger Stone's sentence – as it happened <ul><li>Nancy Pelosi calls commutation a ‘threat to national security’</li><li><a href=""https://www.theguardian.com/us-news/2020/jul/12/robert-mueller-breaks-his-silence-and-condemns-trump-for-commuting-roger-stones-sentence"">Mueller breaks silence and condemns Trump for commuting sentence</a></li><li>Sign up to our <a href=""https://www.theguardian.com/info/2018/sep/17/guardian-us-morning-briefing-sign-up-to-stay-informed"">First Thing newsletter</a></li><li><a href=""https://www.theguardian.com/world/live/2020/jul/11/coronavirus-australias-victoria-state-begins-lockdown-france-exceeds-30000-deaths"">Global coronavirus liveblog: latest updates</a></li></ul>",Guardian,absent,absent,0.0,0.0,,
"From Trump to Erdoğan, men who behave badly make the worst leaders in a pandemic","From Trump to Erdoğan, men who behave badly make the worst leaders in a pandemic <p>It’s the authoritarians who have mishandled and misjudged the Covid-19 crisis <br></p>",Guardian,absent,absent,0.0,0.0,,
'They're dying … it is what it is': key takeaways from Trump's shocking interview,"'They're dying … it is what it is': key takeaways from Trump's shocking interview <p>President floundered in conversation with Axios, claiming Covid-19 was ‘under control’ and attacking mail-in voting</p>",Guardian,positive,absent,0.0357142857142857,0.0,,
Covid at the Trump White House: what we know so far,"Covid at the Trump White House: what we know so far <p>A coronavirus outbreak in the White House that emerged last week has continued to spread throughout the ranks. Here’s what we know </p><ul><li><a href=""https://www.theguardian.com/world/series/coronavirus-live/latest"">Coronavirus – latest updates</a></li><li><a href=""https://www.theguardian.com/world/coronavirus-outbreak"">See all our coronavirus coverage</a></li></ul>",Guardian,absent,absent,0.0,0.0,,
First Thing: the US bought the world's entire supply of a Covid-19 drug,"First Thing: the US bought the world's entire supply of a Covid-19 drug <p>The Trump administration snapped up stocks of remdesivir, one of just two two drugs proven to work against the virus. Plus, the black female homicide detective who was New Orleans’ top cop</p><ul><li><strong><a href=""https://www.theguardian.com/info/2018/sep/17/guardian-us-morning-briefing-sign-up-to-stay-informed"">Don’t already get First Thing in your inbox? Sign up here</a></strong></li></ul>",Guardian,absent,absent,0.0,0.0,,
Louisville protests: two officers shot amid Breonna Taylor killing charging decision,"Louisville protests: two officers shot amid Breonna Taylor killing charging decision <p>Thousands turned out for largely peaceful protests in more than a dozen cities after news of the grand jury’s decision in Louisville</p><ul><li><a href=""https://www.theguardian.com/us-news/live/2020/sep/23/joe-biden-campaign-north-carolina-donald-trump-covid-coronavirus-supreme-court-us-politics-live"">Breonna Taylor decision – live updates</a></li></ul>",Guardian,absent,absent,0.0,0.0,,
WHO conditionally backs Covid-19 vaccine trials that infect people – as it happened,"WHO conditionally backs Covid-19 vaccine trials that infect people – as it happened <p>20m Americans lost their jobs in April; Donald Trump says virus will ‘go away without a vaccine’. This blog is now closed, follow our new blog below</p><ul><li><a href=""https://www.theguardian.com/world/live/2020/may/09/coronavirus-live-news-global-cases-approach-4-million-trump-us-unemployment-covid-19-lockdown-uk-italy-russia"">Coronavirus live updates</a></li></ul>",Guardian,absent,absent,0.0,0.0,,
'Are people dispensable?': care home manager tells how third of residents have died from Covid-19,"'Are people dispensable?': care home manager tells how third of residents have died from Covid-19 <p>Easter weekend brings a 10th coronavirus death at Wren Hall in Nottinghamshire, where staff feel they are ‘fighting a losing battle’</p><ul><li><a href=""https://www.theguardian.com/world/2020/apr/14/uk-care-home-providers-report-521-coronavirus-deaths"">Two of UK’s largest care home providers report 521 coronavirus deaths</a></li><li><a href=""https://www.theguardian.com/world/live/2020/apr/14/coronavirus-live-news-cases-worldwide-near-2-million-trump-repeats-who-funding-threat-latest-updates"">Coronavirus – latest updates</a></li><li><a href=""https://www.theguardian.com/world/coronavirus-outbreak"">See all our coronavirus coverage</a></li></ul>",Guardian,absent,absent,0.0,0.0,,
Coronavirus US live: press secretary defends Trump over blocking Fauci's testimony – as it happened,"Coronavirus US live: press secretary defends Trump over blocking Fauci's testimony – as it happened <ul><li><a href=""https://www.theguardian.com/world/live/2020/may/06/us-coronavirus-live-trump-taskforce-fauci-reopening-latest-news-updates?page=with:block-5eb2e46d8f086792686d9dc2#block-5eb2e46d8f086792686d9dc2"">Pelosi attacks Trump’s focus on reopening</a></li><li><a href=""https://www.theguardian.com/world/live/2020/may/06/us-coronavirus-live-trump-taskforce-fauci-reopening-latest-news-updates?page=with:block-5eb2fc538f08597eeb1b73e3#block-5eb2fc538f08597eeb1b73e3"">President reportedly questions accuracy of death toll</a></li><li><a href=""https://www.theguardian.com/us-news/2020/may/06/trump-coronavirus-white-house-taskforce-covid-19"">Trump reverses course and says coronavirus taskforce will stay</a></li><li><a href=""https://www.theguardian.com/us-news/2020/may/06/missouri-coronavirus-economy-governor-mike-parson"">US begins to reopen but businesses and customers in no rush to get back</a></li><li><a href=""https://www.theguardian.com/world/series/coronavirus-live/latest"">Live global updates</a><br></li><li><a href=""https://www.theguardian.com/world/coronavirus-outbreak"">See all our coronavirus coverage</a></li><li>Get a fresh perspective on America – sign up to our <a href=""https://www.theguardian.com/info/2018/sep/17/guardian-us-morning-briefing-sign-up-to-stay-informed"">First Thing newsletter</a></li></ul>",Guardian,negative,absent,-0.0277777777777777,0.0,,
Coronavirus: No Danish virus deaths for first time since March – as it happened,"Coronavirus: No Danish virus deaths for first time since March – as it happened <p>Europe ‘could face deadly second wave of winter infections’; Spain hails large-scale antibody study; no Danish virus deaths for first time since March</p><ul><li><a href=""https://www.theguardian.com/world/live/2020/may/15/coronavirus-live-news-trump-says-he-could-cut-china-ties-as-global-deaths-pass-300000-latest-updates?page=with:block-5ebebd7f8f08a1782fa7b7db#block-5ebebd7f8f08a1782fa7b7db"">Europe could face deadly second wave of winter infections</a></li><li><a href=""https://www.theguardian.com/world/2020/may/15/brazil-health-minister-nelson-teich-resigns"">Brazil loses second health minister in less than a month</a><br></li><li><a href=""https://www.theguardian.com/world/live/2020/may/15/coronavirus-us-live-house-vote-stimulus-package-donald-trump-latest-news-updates"">US coronavirus updates – live</a><br></li><li><a href=""https://www.theguardian.com/world/2020/may/15/coronavirus-latest-at-a-glance-friday"">Coronavirus latest: at a glance</a><br></li></ul>",Guardian,absent,absent,0.0,0.0,,
