headline,pub_date,snippet,web_url,word_count,abstract,news_desk,section_name,subsection_name,type_of_material,byline,keywords,outlet,text,pillar_name,type,article_id,month,resp_pos_count,resp_neg_count,resp_norm_pos,resp_norm_neg,resp_net_score,resp_direction,resp_intensity,resp_pos_terms,resp_neg_terms,sci_pos_count,sci_neg_count,sci_norm_pos,sci_norm_neg,sci_net_score,sci_direction,sci_intensity,sci_pos_terms,sci_neg_terms
Election officials rush to make changes to address coronavirus concerns,2020-03-10 20:18:23+00:00,"<ul><li>Officials push for changes so that voters aren’t at risk</li><li><a href=""https://www.theguardian.com/world/live/2020/mar/10/coronavirus-update-latest-italy-shutdown-lockdown-who-pandemic-outbreak-quarantine-uk-cases-usa-america-australia-live-news-updates"">Follow live updates on the coronavirus outbreak</a></li><li><a href=""https://www.theguardian.com/us-news/live/2020/mar/10/democratic-primaries-michigan-bernie-sanders-joe-biden-donald-trump-live-updates"">Follow live updates on US elections 2020</a></li></ul>",https://www.theguardian.com/us-news/2020/mar/10/coronavirus-concerns-hurdle-voters-primary-elections,707,"<ul><li>Officials push for changes so that voters aren’t at risk</li><li><a href=""https://www.theguardian.com/world/live/2020/mar/10/coronavirus-update-latest-italy-shutdown-lockdown-who-pandemic-outbreak-quarantine-uk-cases-usa-america-australia-live-news-updates"">Follow live updates on the coronavirus outbreak</a></li><li><a href=""https://www.theguardian.com/us-news/live/2020/mar/10/democratic-primaries-michigan-bernie-sanders-joe-biden-donald-trump-live-updates"">Follow live updates on US elections 2020</a></li></ul>",,US news,,,Sam Levine,"US elections 2020, Coronavirus, US news, Ohio, Texas",Guardian,"Election officials rush to make changes to address coronavirus concerns <ul><li>Officials push for changes so that voters aren’t at risk</li><li><a href=""https://www.theguardian.com/world/live/2020/mar/10/coronavirus-update-latest-italy-shutdown-lockdown-who-pandemic-outbreak-quarantine-uk-cases-usa-america-australia-live-news-updates"">Follow live updates on the coronavirus outbreak</a></li><li><a href=""https://www.theguardian.com/us-news/live/2020/mar/10/democratic-primaries-michigan-bernie-sanders-joe-biden-donald-trump-live-updates"">Follow live updates on US elections 2020</a></li></ul>",News,article,us-news/2020/mar/10/coronavirus-concerns-hurdle-voters-primary-elections,2020-03,0,0,0.0,0.0,0.0,absent,0.0,,,0,0,0.0,0.0,0.0,absent,0.0,,
These self-appointed coronavirus experts really need to pipe down,2020-03-10 17:45:02+00:00,"Donald Trump, Nigel Farage and the Twitterati should leave the public announcements to the epidemiologists",https://www.theguardian.com/commentisfree/2020/mar/10/coronavirus-experts-donald-trump-nigel-farage-twitter,703,"Donald Trump, Nigel Farage and the Twitterati should leave the public announcements to the epidemiologists",,Opinion,,,Eleanor Margolis,"Coronavirus, Science, Infectious diseases, World news, Donald Trump, US news, Nigel Farage",Guardian,"These self-appointed coronavirus experts really need to pipe down Donald Trump, Nigel Farage and the Twitterati should leave the public announcements to the epidemiologists",Opinion,article,commentisfree/2020/mar/10/coronavirus-experts-donald-trump-nigel-farage-twitter,2020-03,0,0,0.0,0.0,0.0,absent,0.0,,,1,0,41.666666666666664,0.0,0.041666666666666664,positive,0.041666666666666664,epidemiologists,
Stephen Colbert on coronavirus: 'The first crisis of Trump's presidency he didn't cause',2020-03-10 16:38:02+00:00,<p>Late-night hosts take concerns about coronavirus seriously even as Donald Trump does not</p>,https://www.theguardian.com/culture/2020/mar/10/stephen-colbert-late-show-recap-trump-coronavirus,901,<p>Late-night hosts take concerns about coronavirus seriously even as Donald Trump does not</p>,,Culture,,,Adrian Horton,"Late-night TV roundup, Seth Meyers, Trevor Noah, Stephen Colbert, TV comedy, Comedy, Culture, US television, Television & radio, Television",Guardian,Stephen Colbert on coronavirus: 'The first crisis of Trump's presidency he didn't cause' <p>Late-night hosts take concerns about coronavirus seriously even as Donald Trump does not</p>,Arts,article,culture/2020/mar/10/stephen-colbert-late-show-recap-trump-coronavirus,2020-03,0,0,0.0,0.0,0.0,absent,0.0,,,0,0,0.0,0.0,0.0,absent,0.0,,
Fox Business host claims coronavirus is 'yet another attempt to impeach' Trump,2020-03-10 12:35:29+00:00,"<p>Trish Regan says media is using virus to ‘destroy’ president while fellow host Tucker Carlson asks Trump to ‘tell the truth’</p><ul><li><a href=""https://www.theguardian.com/world/2020/mar/10/shifting-guidelines-on-coronavirus-treatment-in-us-could-be-catastrophic"">Shifting guidelines on treatment in US could be ‘catastrophic’</a></li></ul>",https://www.theguardian.com/media/2020/mar/10/fox-news-coronavirus-tucker-carlson-trish-regan,746,"<p>Trish Regan says media is using virus to ‘destroy’ president while fellow host Tucker Carlson asks Trump to ‘tell the truth’</p><ul><li><a href=""https://www.theguardian.com/world/2020/mar/10/shifting-guidelines-on-coronavirus-treatment-in-us-could-be-catastrophic"">Shifting guidelines on treatment in US could be ‘catastrophic’</a></li></ul>",,Media,,,Martin Pengelly in New York,"Fox News, Coronavirus, Donald Trump, TV news, US news, Media",Guardian,"Fox Business host claims coronavirus is 'yet another attempt to impeach' Trump <p>Trish Regan says media is using virus to ‘destroy’ president while fellow host Tucker Carlson asks Trump to ‘tell the truth’</p><ul><li><a href=""https://www.theguardian.com/world/2020/mar/10/shifting-guidelines-on-coronavirus-treatment-in-us-could-be-catastrophic"">Shifting guidelines on treatment in US could be ‘catastrophic’</a></li></ul>",News,article,media/2020/mar/10/fox-news-coronavirus-tucker-carlson-trish-regan,2020-03,0,1,0.0,23.809523809523807,-0.023809523809523808,negative,0.023809523809523808,,catastrophic,0,0,0.0,0.0,0.0,absent,0.0,,
Australian government urged to quickly pump billions into economy amid coronavirus crisis,2020-03-10 08:45:04+00:00,"<p>Shares soar on Donald Trump’s US rescue pledge, as calls grow for Morrison government to act fast and think big</p>",https://www.theguardian.com/world/2020/mar/10/australian-government-urged-to-quickly-pump-billions-into-economy-amid-coronavirus-crisis,1153,"<p>Shares soar on Donald Trump’s US rescue pledge, as calls grow for Morrison government to act fast and think big</p>",,World news,,,Ben Butler and Sarah Martin,"Coronavirus, Business, Australian economy, Australia news, Coalition, Labor party, Scott Morrison, Christian Porter, Tax, Welfare, Australian politics",Guardian,"Australian government urged to quickly pump billions into economy amid coronavirus crisis <p>Shares soar on Donald Trump’s US rescue pledge, as calls grow for Morrison government to act fast and think big</p>",News,article,world/2020/mar/10/australian-government-urged-to-quickly-pump-billions-into-economy-amid-coronavirus-crisis,2020-03,0,0,0.0,0.0,0.0,absent,0.0,,,0,0,0.0,0.0,0.0,absent,0.0,,
Tuesday briefing: 'Occasions of contagion' – Italy in lockdown,2020-03-10 06:28:32+00:00,<p>Coronavirus: Trump hints at ‘major’ economic measures … Windrush victims still hurting … and an interview with Labour leadership candidate Lisa Nandy</p>,https://www.theguardian.com/world/2020/mar/10/tuesday-briefing-occasions-of-contagion-italy-in-lockdown,1599,<p>Coronavirus: Trump hints at ‘major’ economic measures … Windrush victims still hurting … and an interview with Labour leadership candidate Lisa Nandy</p>,,World news,,,,,Guardian,Tuesday briefing: 'Occasions of contagion' – Italy in lockdown <p>Coronavirus: Trump hints at ‘major’ economic measures … Windrush victims still hurting … and an interview with Labour leadership candidate Lisa Nandy</p>,News,article,world/2020/mar/10/tuesday-briefing-occasions-of-contagion-italy-in-lockdown,2020-03,1,0,35.714285714285715,0.0,0.03571428571428571,positive,0.03571428571428571,leadership,,0,0,0.0,0.0,0.0,absent,0.0,,
'A tweet can't knock over a pandemic': has Trump met his match in coronavirus?,2020-03-10 06:00:24+00:00,<p>Trump’s efforts at denial and distraction may come back to haunt him as he faces a different kind of enemy</p>,https://www.theguardian.com/world/2020/mar/09/donald-trump-coronavirus-response,943,<p>Trump’s efforts at denial and distraction may come back to haunt him as he faces a different kind of enemy</p>,,World news,,,David Smith in Washington,"Coronavirus, Donald Trump, Trump administration, US news",Guardian,'A tweet can't knock over a pandemic': has Trump met his match in coronavirus? <p>Trump’s efforts at denial and distraction may come back to haunt him as he faces a different kind of enemy</p>,News,article,world/2020/mar/09/donald-trump-coronavirus-response,2020-03,0,0,0.0,0.0,0.0,absent,0.0,,,0,0,0.0,0.0,0.0,absent,0.0,,
Coronavirus: US pledges more testing as Trump hints at aid for workers,2020-03-10 02:30:21+00:00,<p>Officials say 4m tests will be made available each week but decline to estimate how many Americans have been tested thus far</p>,https://www.theguardian.com/world/2020/mar/09/coronavirus-white-house-trump-pence-testing,786,<p>Officials say 4m tests will be made available each week but decline to estimate how many Americans have been tested thus far</p>,,World news,,,Tom McCarthy,"Coronavirus, Trump administration, Donald Trump, US politics, Mike Pence, US news",Guardian,Coronavirus: US pledges more testing as Trump hints at aid for workers <p>Officials say 4m tests will be made available each week but decline to estimate how many Americans have been tested thus far</p>,News,article,world/2020/mar/09/coronavirus-white-house-trump-pence-testing,2020-03,0,0,0.0,0.0,0.0,absent,0.0,,,0,0,0.0,0.0,0.0,absent,0.0,,
Trump proposes small business loans and guaranteed time off amid coronavirus outbreak – as it happened,2020-03-10 00:34:28+00:00,"<ul><li>Move comes as economy has been in nosedive and virus spreads</li><li>Trump says he will announce ‘major’ economic measures Tuesday</li><li>Support the Guardian’s independent journalism. Make a <a href=""https://support.theguardian.com/uk/contribute?acquisitionData=%7B%22source%22%3A%22GUARDIAN_WEB%22%2C%22componentType%22%3A%22ACQUISITIONS_OTHER%22%2C%22componentId%22%3A%22Live_Blog%22%2C%22campaignCode%22%3A%22Impeachment%22%2C%22referrerPageviewId%22%3A%22k7eik4oodm4wlatdy1h2%22%2C%22referrerUrl%22%3A%22https%3A%2F%2Fwww.theguardian.com%2Fus-news%2Flive%2F2020%2Fmar%2F03%2Fsuper-tuesday-democrat-primaries-joe-biden-bernie-sanders-donald-trump-live-updates%22%7D&amp;INTCMP=Impeachment"">contribution</a></li></ul>",https://www.theguardian.com/us-news/live/2020/mar/09/bernie-sanders-joe-biden-michigan-kamala-harris-democratic-primaries-live-updates,5468,"<ul><li>Move comes as economy has been in nosedive and virus spreads</li><li>Trump says he will announce ‘major’ economic measures Tuesday</li><li>Support the Guardian’s independent journalism. Make a <a href=""https://support.theguardian.com/uk/contribute?acquisitionData=%7B%22source%22%3A%22GUARDIAN_WEB%22%2C%22componentType%22%3A%22ACQUISITIONS_OTHER%22%2C%22componentId%22%3A%22Live_Blog%22%2C%22campaignCode%22%3A%22Impeachment%22%2C%22referrerPageviewId%22%3A%22k7eik4oodm4wlatdy1h2%22%2C%22referrerUrl%22%3A%22https%3A%2F%2Fwww.theguardian.com%2Fus-news%2Flive%2F2020%2Fmar%2F03%2Fsuper-tuesday-democrat-primaries-joe-biden-bernie-sanders-donald-trump-live-updates%22%7D&amp;INTCMP=Impeachment"">contribution</a></li></ul>",,US news,,,Kari Paul in San Francisco (now) and Joan E Greve and Martin Belam (earlier),"US elections 2020, US politics, Joe Biden, Bernie Sanders, Donald Trump, Democrats, Republicans, US news, World news",Guardian,"Trump proposes small business loans and guaranteed time off amid coronavirus outbreak – as it happened <ul><li>Move comes as economy has been in nosedive and virus spreads</li><li>Trump says he will announce ‘major’ economic measures Tuesday</li><li>Support the Guardian’s independent journalism. Make a <a href=""https://support.theguardian.com/uk/contribute?acquisitionData=%7B%22source%22%3A%22GUARDIAN_WEB%22%2C%22componentType%22%3A%22ACQUISITIONS_OTHER%22%2C%22componentId%22%3A%22Live_Blog%22%2C%22campaignCode%22%3A%22Impeachment%22%2C%22referrerPageviewId%22%3A%22k7eik4oodm4wlatdy1h2%22%2C%22referrerUrl%22%3A%22https%3A%2F%2Fwww.theguardian.com%2Fus-news%2Flive%2F2020%2Fmar%2F03%2Fsuper-tuesday-democrat-primaries-joe-biden-bernie-sanders-donald-trump-live-updates%22%7D&amp;INTCMP=Impeachment"">contribution</a></li></ul>",News,liveblog,us-news/live/2020/mar/09/bernie-sanders-joe-biden-michigan-kamala-harris-democratic-primaries-live-updates,2020-03,0,0,0.0,0.0,0.0,absent,0.0,,,0,0,0.0,0.0,0.0,absent,0.0,,
White House says 'business as usual' as Trump plays down coronavirus threat,2020-03-10 00:02:23+00:00,"<ul><li>President attends fundraising event in Florida</li><li>CDC says more than 500 cases across US</li><li><a href=""https://www.theguardian.com/world/live/2020/mar/09/coronavirus-live-updates-outbreak-italy-lockdown-quarantine-uk-usa-america-australia-recession-fears-update-latest-news"">Coronavirus – live updates</a></li></ul>",https://www.theguardian.com/world/2020/mar/09/trump-coronavirus-white-house-response,693,"<ul><li>President attends fundraising event in Florida</li><li>CDC says more than 500 cases across US</li><li><a href=""https://www.theguardian.com/world/live/2020/mar/09/coronavirus-live-updates-outbreak-italy-lockdown-quarantine-uk-usa-america-australia-recession-fears-update-latest-news"">Coronavirus – live updates</a></li></ul>",,World news,,,Julian Borger in Washington,"Coronavirus, Donald Trump, Florida, US politics, US news, Infectious diseases",Guardian,"White House says 'business as usual' as Trump plays down coronavirus threat <ul><li>President attends fundraising event in Florida</li><li>CDC says more than 500 cases across US</li><li><a href=""https://www.theguardian.com/world/live/2020/mar/09/coronavirus-live-updates-outbreak-italy-lockdown-quarantine-uk-usa-america-australia-recession-fears-update-latest-news"">Coronavirus – live updates</a></li></ul>",News,article,world/2020/mar/09/trump-coronavirus-white-house-response,2020-03,0,0,0.0,0.0,0.0,absent,0.0,,,0,0,0.0,0.0,0.0,absent,0.0,,
Coronavirus: quarantined congressman flew with Trump on Air Force One,2020-03-09 22:30:54+00:00,<p>Republican Matt Gaetz turned heads last week when he wore a gas mask during a coronavirus vote in Congress</p>,https://www.theguardian.com/us-news/2020/mar/09/matt-gaetz-coronavirus-cpac-quarantine,463,<p>Republican Matt Gaetz turned heads last week when he wore a gas mask during a coronavirus vote in Congress</p>,,US news,,,Guardian staff,"CPAC, Coronavirus, US Congress, US news",Guardian,Coronavirus: quarantined congressman flew with Trump on Air Force One <p>Republican Matt Gaetz turned heads last week when he wore a gas mask during a coronavirus vote in Congress</p>,News,article,us-news/2020/mar/09/matt-gaetz-coronavirus-cpac-quarantine,2020-03,0,0,0.0,0.0,0.0,absent,0.0,,,0,0,0.0,0.0,0.0,absent,0.0,,
"US briefing: Markets tumble, Italy quarantine and Michigan primary",2020-03-09 11:06:54+00:00,"<p>Monday’s top story: coronavirus and Saudi oil shock threaten biggest share market falls for a decade. Plus, Trump’s businesses cash in on his 2020 campaign</p>",https://www.theguardian.com/us-news/2020/mar/09/us-briefing-markets-tumble-italy-quarantine-and-michigan-primary,1084,"<p>Monday’s top story: coronavirus and Saudi oil shock threaten biggest share market falls for a decade. Plus, Trump’s businesses cash in on his 2020 campaign</p>",,US news,,,Tim Walker,,Guardian,"US briefing: Markets tumble, Italy quarantine and Michigan primary <p>Monday’s top story: coronavirus and Saudi oil shock threaten biggest share market falls for a decade. Plus, Trump’s businesses cash in on his 2020 campaign</p>",News,article,us-news/2020/mar/09/us-briefing-markets-tumble-italy-quarantine-and-michigan-primary,2020-03,0,0,0.0,0.0,0.0,absent,0.0,,,0,0,0.0,0.0,0.0,absent,0.0,,
Donald Trump needs the media he despises to fight coronavirus,2020-03-08 14:00:36+00:00,<p>Containing the epidemic requires both reliable news coverage and truth from the president</p>,https://www.theguardian.com/world/commentisfree/2020/mar/08/donald-trump-media-coronavirus-epidemic-news,975,<p>Containing the epidemic requires both reliable news coverage and truth from the president</p>,,World news,,,Emily Bell,"Coronavirus, Donald Trump, TV news, Newspapers, Newspapers & magazines, Media, Television & radio, US news",Guardian,Donald Trump needs the media he despises to fight coronavirus <p>Containing the epidemic requires both reliable news coverage and truth from the president</p>,News,article,world/commentisfree/2020/mar/08/donald-trump-media-coronavirus-epidemic-news,2020-03,0,0,0.0,0.0,0.0,absent,0.0,,,0,0,0.0,0.0,0.0,absent,0.0,,
Trump's immigration policies may put people at risk of coronavirus – experts,2020-03-08 08:00:29+00:00,<p>Surveillance in ‘sanctuary cities’ and increased Ice presence could deter immigrants from accessing healthcare</p>,https://www.theguardian.com/us-news/2020/mar/08/trump-immigration-policies-undocumented-coronavirus,978,<p>Surveillance in ‘sanctuary cities’ and increased Ice presence could deter immigrants from accessing healthcare</p>,,US news,,,Alexandra Villarreal,"US immigration, Coronavirus, US news, World news",Guardian,Trump's immigration policies may put people at risk of coronavirus – experts <p>Surveillance in ‘sanctuary cities’ and increased Ice presence could deter immigrants from accessing healthcare</p>,News,article,us-news/2020/mar/08/trump-immigration-policies-undocumented-coronavirus,2020-03,0,0,0.0,0.0,0.0,absent,0.0,,,0,0,0.0,0.0,0.0,absent,0.0,,
The Observer view: coronavirus crisis shows how much we need experts,2020-03-08 06:00:27+00:00,<p>Boris Johnson’s administration is to be praised for making an about-turn</p>,https://www.theguardian.com/commentisfree/2020/mar/08/observer-view-on-government-improved-response-to-coronavirus-outbreak,930,<p>Boris Johnson’s administration is to be praised for making an about-turn</p>,,Opinion,,,Observer editorial,"Coronavirus, UK news, Science, Infectious diseases, World news, Boris Johnson, US news, Donald Trump, NHS, Health, Society, Politics",Guardian,The Observer view: coronavirus crisis shows how much we need experts <p>Boris Johnson’s administration is to be praised for making an about-turn</p>,Opinion,article,commentisfree/2020/mar/08/observer-view-on-government-improved-response-to-coronavirus-outbreak,2020-03,1,0,43.47826086956522,0.0,0.043478260869565216,positive,0.043478260869565216,praised for,,0,0,0.0,0.0,0.0,absent,0.0,,
Trump 'not concerned at all' after CPAC guest tests positive for coronavirus,2020-03-08 05:22:21+00:00,"<p>Both Donald Trump and Mike Pence were at the conservative conference but did not have contact with attendee, organization says</p><ul><li><a href=""https://www.theguardian.com/world/live/2020/mar/08/coronavirus-live-updates-third-death-in-australia-as-cases-reach-more-than-70"">Live: coronavirus latest</a></li></ul>",https://www.theguardian.com/world/2020/mar/07/cpac-coronavirus-conference-trump-pence,589,"<p>Both Donald Trump and Mike Pence were at the conservative conference but did not have contact with attendee, organization says</p><ul><li><a href=""https://www.theguardian.com/world/live/2020/mar/08/coronavirus-live-updates-third-death-in-australia-as-cases-reach-more-than-70"">Live: coronavirus latest</a></li></ul>",,World news,,,Joanna Walters in New York,"Coronavirus, CPAC, Donald Trump, Mike Pence, US news, US politics, Infectious diseases",Guardian,"Trump 'not concerned at all' after CPAC guest tests positive for coronavirus <p>Both Donald Trump and Mike Pence were at the conservative conference but did not have contact with attendee, organization says</p><ul><li><a href=""https://www.theguardian.com/world/live/2020/mar/08/coronavirus-live-updates-third-death-in-australia-as-cases-reach-more-than-70"">Live: coronavirus latest</a></li></ul>",News,article,world/2020/mar/07/cpac-coronavirus-conference-trump-pence,2020-03,0,0,0.0,0.0,0.0,absent,0.0,,,0,0,0.0,0.0,0.0,absent,0.0,,
Coronavirus: Trump hurls insults as 21 cases confirmed on cruise ship,2020-03-07 03:00:04+00:00,<ul><li>President attacks CNN and Democrats at CDC event</li><li>Universities cancel classes in Washington state</li></ul>,https://www.theguardian.com/world/2020/mar/06/us-coronavirus-death-toll-washington-state,1075,<ul><li>President attacks CNN and Democrats at CDC event</li><li>Universities cancel classes in Washington state</li></ul>,,World news,,,Sam Levin and agencies,"Coronavirus, Donald Trump, Washington state, US universities, US news, US politics, Trump administration, Infectious diseases",Guardian,Coronavirus: Trump hurls insults as 21 cases confirmed on cruise ship <ul><li>President attacks CNN and Democrats at CDC event</li><li>Universities cancel classes in Washington state</li></ul>,News,article,world/2020/mar/06/us-coronavirus-death-toll-washington-state,2020-03,0,0,0.0,0.0,0.0,absent,0.0,,,0,0,0.0,0.0,0.0,absent,0.0,,
Trump offers boasts and insults at CDC press conference on coronavirus – as it happened,2020-03-07 01:48:37+00:00,"<ul><li>President says he wants passengers to stay on cruise</li><li>Biden wins new endorsements from leading Democrats</li><li>Support the Guardian’s independent journalism. Make a <a href=""https://support.theguardian.com/uk/contribute?acquisitionData=%7B%22source%22%3A%22GUARDIAN_WEB%22%2C%22componentType%22%3A%22ACQUISITIONS_OTHER%22%2C%22componentId%22%3A%22Live_Blog%22%2C%22campaignCode%22%3A%22Impeachment%22%2C%22referrerPageviewId%22%3A%22k7g785d7vp573wcuef5e%22%2C%22referrerUrl%22%3A%22https%3A%2F%2Fwww.theguardian.com%2Fus-news%2Flive%2F2020%2Fmar%2F05%2Felizabeth-warren-donald-trump-bernie-sanders-joe-biden-live-updates%22%7D&amp;INTCMP=Impeachment"">contribution</a><br></li></ul>",https://www.theguardian.com/us-news/live/2020/mar/06/joe-biden-bernie-sanders-2020-presidential-election-trump-coronavirus-live-updates,7005,"<ul><li>President says he wants passengers to stay on cruise</li><li>Biden wins new endorsements from leading Democrats</li><li>Support the Guardian’s independent journalism. Make a <a href=""https://support.theguardian.com/uk/contribute?acquisitionData=%7B%22source%22%3A%22GUARDIAN_WEB%22%2C%22componentType%22%3A%22ACQUISITIONS_OTHER%22%2C%22componentId%22%3A%22Live_Blog%22%2C%22campaignCode%22%3A%22Impeachment%22%2C%22referrerPageviewId%22%3A%22k7g785d7vp573wcuef5e%22%2C%22referrerUrl%22%3A%22https%3A%2F%2Fwww.theguardian.com%2Fus-news%2Flive%2F2020%2Fmar%2F05%2Felizabeth-warren-donald-trump-bernie-sanders-joe-biden-live-updates%22%7D&amp;INTCMP=Impeachment"">contribution</a><br></li></ul>",,US news,,,Sam Levin in Los Angeles (now) and Joanna Walters New York (earlier),"US politics, Joe Biden, Bernie Sanders, US elections 2020, US news, Elizabeth Warren, Donald Trump, Coronavirus",Guardian,"Trump offers boasts and insults at CDC press conference on coronavirus – as it happened <ul><li>President says he wants passengers to stay on cruise</li><li>Biden wins new endorsements from leading Democrats</li><li>Support the Guardian’s independent journalism. Make a <a href=""https://support.theguardian.com/uk/contribute?acquisitionData=%7B%22source%22%3A%22GUARDIAN_WEB%22%2C%22componentType%22%3A%22ACQUISITIONS_OTHER%22%2C%22componentId%22%3A%22Live_Blog%22%2C%22campaignCode%22%3A%22Impeachment%22%2C%22referrerPageviewId%22%3A%22k7g785d7vp573wcuef5e%22%2C%22referrerUrl%22%3A%22https%3A%2F%2Fwww.theguardian.com%2Fus-news%2Flive%2F2020%2Fmar%2F05%2Felizabeth-warren-donald-trump-bernie-sanders-joe-biden-live-updates%22%7D&amp;INTCMP=Impeachment"">contribution</a><br></li></ul>",News,liveblog,us-news/live/2020/mar/06/joe-biden-bernie-sanders-2020-presidential-election-trump-coronavirus-live-updates,2020-03,0,0,0.0,0.0,0.0,absent,0.0,,,0,0,0.0,0.0,0.0,absent,0.0,,
"Coronavirus cases pass 100,000 globally as Iran threatens force to restrict travel",2020-03-06 17:34:39+00:00,"<p>WHO calls on countries to make containing spread their highest priority, as Trump signs emergency spending bill</p><ul><li><a href=""https://www.theguardian.com/world/live/2020/mar/06/coronavirus-update-latest-live-news-symptoms-cases-global-infection-rate-uk-usa-australia-italy-china-updates"">Follow the latest on Covid-19</a></li><li><a href=""https://www.theguardian.com/science/2020/jan/23/tell-us-have-you-been-affected-by-the-coronavirus"">Share your experiences</a></li></ul>",https://www.theguardian.com/world/2020/mar/06/chinese-schools-reopen-as-coronavirus-cases-in-europe-continue-to-rise,1063,"<p>WHO calls on countries to make containing spread their highest priority, as Trump signs emergency spending bill</p><ul><li><a href=""https://www.theguardian.com/world/live/2020/mar/06/coronavirus-update-latest-live-news-symptoms-cases-global-infection-rate-uk-usa-australia-italy-china-updates"">Follow the latest on Covid-19</a></li><li><a href=""https://www.theguardian.com/science/2020/jan/23/tell-us-have-you-been-affected-by-the-coronavirus"">Share your experiences</a></li></ul>",,World news,,,Sam Jones in Madrid and Patrick Wintour,"Coronavirus, Infectious diseases, World news, China, Japan, UK news, South Korea, World Health Organization, Asia Pacific, Europe, Health, Iran, Middle East and north Africa, US news, Donald Trump, Olympic Games",Guardian,"Coronavirus cases pass 100,000 globally as Iran threatens force to restrict travel <p>WHO calls on countries to make containing spread their highest priority, as Trump signs emergency spending bill</p><ul><li><a href=""https://www.theguardian.com/world/live/2020/mar/06/coronavirus-update-latest-live-news-symptoms-cases-global-infection-rate-uk-usa-australia-italy-china-updates"">Follow the latest on Covid-19</a></li><li><a href=""https://www.theguardian.com/science/2020/jan/23/tell-us-have-you-been-affected-by-the-coronavirus"">Share your experiences</a></li></ul>",News,article,world/2020/mar/06/chinese-schools-reopen-as-coronavirus-cases-in-europe-continue-to-rise,2020-03,0,0,0.0,0.0,0.0,absent,0.0,,,0,0,0.0,0.0,0.0,absent,0.0,,
"Trump's devaluing of science is a danger to US coronavirus response, experts warn",2020-03-06 09:00:32+00:00,<p>Efforts to address the outbreak risk are being undermined by an exodus of scientists and a leader who regularly distorts facts</p>,https://www.theguardian.com/world/2020/mar/06/coronavirus-trump-administration-brain-drain-impeding-response,937,<p>Efforts to address the outbreak risk are being undermined by an exodus of scientists and a leader who regularly distorts facts</p>,,World news,,,Oliver Milman,"Coronavirus, Trump administration, Infectious diseases, Science, US news, US politics, Medical research",Guardian,"Trump's devaluing of science is a danger to US coronavirus response, experts warn <p>Efforts to address the outbreak risk are being undermined by an exodus of scientists and a leader who regularly distorts facts</p>",News,article,world/2020/mar/06/coronavirus-trump-administration-brain-drain-impeding-response,2020-03,0,0,0.0,0.0,0.0,absent,0.0,,,0,0,0.0,0.0,0.0,absent,0.0,,
